49544;185.143.235.0;24;2 days, 22:12:17;1548157059;1548409796;0
49544;185.143.234.0;24;5 days, 10:57:29;1548157059;1548628508;0
49544;185.143.232.0;24;0:00:00;1548157059;1548157059;0
49544;2a03:b000:400::;40;1 day, 13:17:02;1548245443;1548379665;0
49544;2a03:b000:600::;40;1 day, 13:34:37;1548245443;1548380720;0
49544;2a00:1630::;29;3 days, 4:53:38;1548245443;1548522261;1
49544;31.131.20.0;24;1 day, 11:15:07;1548245519;1548372426;0
49544;31.131.27.0;24;1 day, 20:41:06;1548245519;1548406385;0
49544;37.18.96.0;24;4 days, 19:52:48;1548245520;1548662688;0
49544;46.254.13.0;24;1 day, 11:42:43;1548245521;1548374084;0
49544;188.240.18.0;23;1 day, 12:34:47;1548245530;1548377217;0
49544;193.111.61.0;24;1 day, 20:40:39;1548245546;1548406385;0
