17451;103.119.228.0;24;22:04:25;1554192587;1554272052;['17451', '58495', '58495', '58495', '138068', '10217', '2914', '1299', '136106', '55655', '64315', '64315', '64315'];2
17451;103.119.229.0;24;22:05:57;1554192587;1554272144;['17451', '58495', '58495', '58495', '138068', '10217', '55818', '24482', '55655', '64315', '64315', '64315'];2
17451;103.130.206.0;24;1:38:42;1554232330;1554238252;['17451', '131746', '138097'];0
17451;103.130.206.0;24;4 days, 5:57:30;1554238361;1554605411;['17451', '131746', '138097'];0
17451;103.93.236.0;24;0:00:45;1554253638;1554253683;['17451', '55666', '132653', '63490'];0
17451;103.93.236.0;24;0:01:02;1554253713;1554253775;['17451', '55666', '132653', '63490'];0
17451;103.58.111.0;24;3:05:21;1554262402;1554273523;['17451', '55666', '55666', '55666', '55666', '55666', '133832'];0
17451;103.58.111.0;24;20:30:45;1554273621;1554347466;['17451', '55666', '55666', '55666', '55666', '55666', '133832'];0
17451;103.21.84.0;23;0:00:30;1554302431;1554302461;['17451', '45786', '55677'];0
17451;103.21.84.0;22;18:51:49;1554302431;1554370340;['17451', '45786', '55677'];1
17451;103.21.85.0;24;3 days, 18:46:52;1554302431;1554629243;['17451', '45786', '55677'];2
17451;103.21.86.0;24;1 day, 17:31:46;1554302431;1554451937;['17451', '45786', '55677'];0
17451;103.245.19.0;24;0:13:11;1554343593;1554344384;['17451', '46023'];0
17451;117.102.98.0;24;0:50:11;1554342890;1554345901;['17451'];0
17451;117.102.64.0;24;0:50:12;1554342890;1554345902;['17451'];2
17451;117.102.104.0;24;0:50:12;1554342890;1554345902;['17451'];0
17451;117.102.64.0;18;0:50:12;1554342890;1554345902;['17451'];1
17451;103.245.19.0;24;15:22:28;1554343896;1554399244;['17451', '46023'];0
17451;103.58.111.0;24;0:47:11;1554348653;1554351484;['17451', '55666', '55666', '55666', '55666', '55666', '133832'];0
17451;103.25.210.0;24;1 day, 10:40:48;1554349825;1554474673;['17451', '55666', '132653', '132653', '132653', '132653', '132653', '132653', '132653', '132653', '132653', '132653', '132653', '132653', '132653', '132653', '132653', '132653'];0
17451;103.58.111.0;24;3 days, 9:46:48;1554351572;1554645980;['17451', '55666', '55666', '55666', '55666', '55666', '133832'];0
17451;103.245.19.0;24;0:21:55;1554399133;1554400448;['17451', '46023'];0
17451;103.79.98.0;24;0:00:31;1554489213;1554489244;['17451', '64307', '64307', '64307', '64307', '64307', '64307'];0
17451;103.79.98.0;24;0:10:41;1554489283;1554489924;['17451', '64307'];2
17451;103.79.98.0;23;0:11:43;1554489283;1554489986;['17451', '64307'];0
17451;103.79.98.0;23;0:36:10;1554489955;1554492125;['17451', '64307'];1
17451;103.79.98.0;24;0:01:01;1554492155;1554492216;['17451', '64307', '64307', '64307', '64307', '64307', '64307'];0
17451;103.79.98.0;24;0:09:22;1554492247;1554492809;['17451', '64307', '64307', '64307', '64307', '64307', '64307'];2
17451;103.79.98.0;23;0:09:22;1554492278;1554492840;['17451', '64307', '64307', '64307', '64307', '64307', '64307'];1
17451;112.109.21.0;24;0:00:31;1554500922;1554500953;['17451', '24521', '24521'];0
17451;103.89.250.0;23;0:02:39;1554568171;1554568330;['17451', '24521', '24521', '38517', '7597', '17974', '7713', '136098'];0
17451;103.58.111.0;24;1:55:08;1554646054;1554652962;['17451', '55666', '55666', '55666', '55666', '55666', '133832'];0
17451;103.58.111.0;24;0:00:31;1554652992;1554653023;['17451', '55666', '55666', '55666', '55666', '55666', '133832'];0
17451;103.58.111.0;24;2:01:16;1554653054;1554660330;['17451', '55666', '55666', '55666', '55666', '55666', '133832'];0
17451;103.58.111.0;24;0:05:26;1554660566;1554660892;['17451', '55666', '55666', '55666', '55666', '55666', '133832'];0
17451;203.89.27.0;24;0:08:51;1554607700;1554608231;['17451', '24521', '24521'];0
17451;103.58.111.0;24;0:03:00;1554660975;1554661155;['17451', '55666', '55666', '55666', '55666', '55666', '133832'];0
17451;103.58.111.0;24;0:01:02;1554661186;1554661248;['17451', '55666', '55666', '55666', '55666', '55666', '133832'];0
17451;103.58.111.0;24;0:09:20;1554661278;1554661838;['17451', '55666', '55666', '55666', '55666', '55666', '133832'];0
17451;103.58.111.0;24;0:05:42;1554662035;1554662377;['17451', '55666', '55666', '55666', '55666', '55666', '133832'];0
17451;103.58.111.0;24;0:00:30;1554662408;1554662438;['17451', '55666', '55666', '55666', '55666', '55666', '133832'];0
17451;103.58.111.0;24;4:17:03;1554662469;1554677892;['17451', '55666', '55666', '55666', '55666', '55666', '133832'];0
17451;103.58.111.0;24;0:32:08;1554677945;1554679873;['17451', '55666', '55666', '55666', '55666', '55666', '133832'];0
