15169;104.132.26.0;24;0:01:22
15169;209.107.182.0;23;0:00:01
15169;2605:ef80:600::;40;0:00:01
15169;2605:ef80:100::;42;0:00:01
15169;2605:ef80:100::;42;0:00:00
15169;2605:ef80:600::;40;0:00:00
15169;104.132.159.0;24;9:57:41
15169;104.132.149.0;24;0:00:01
15169;104.132.149.0;24;0:08:11
15169;104.132.149.0;24;0:00:02
15169;104.132.149.0;24;0:07:37
15169;104.132.159.0;24;0:24:01
15169;104.132.26.0;24;0:00:39
15169;172.102.10.0;24;0:13:16
15169;172.102.10.0;24;0:00:00
15169;2605:ef80:100::;42;0:00:00
15169;2605:ef80:600::;40;0:00:00
15169;2620:11a:a00a::;48;0:06:31
15169;64.15.114.0;24;0:06:22
15169;104.132.155.0;24;0:00:01
15169;104.132.155.0;24;0:00:01
15169;104.132.155.0;24;0:00:01
15169;104.132.155.0;24;0:00:02
15169;104.132.155.0;24;0:00:02
15169;104.132.155.0;24;0:00:02
15169;104.132.26.0;24;0:00:44
15169;2401:fa00:43::;48;0:00:01
15169;2401:fa00:41::;48;0:00:01
15169;104.132.26.0;24;0:55:30
15169;2401:fa00:43::;48;8:51:17
15169;2401:fa00:41::;48;8:51:17
15169;104.132.186.0;24;0:00:00
15169;104.132.26.0;24;0:22:36
15169;104.132.26.0;24;0:03:28
15169;104.132.26.0;24;0:04:47
15169;104.132.26.0;24;0:02:21
15169;104.132.26.0;24;1:51:42
15169;104.132.26.0;24;0:00:41
15169;104.132.26.0;24;2:01:31
15169;104.132.61.0;24;0:00:06
15169;173.194.199.0;24;0:00:28
15169;173.194.201.0;24;0:00:26
15169;173.194.200.0;24;0:00:05
15169;173.194.201.0;24;0:00:01
15169;173.194.201.0;24;0:00:01
15169;173.194.199.0;24;0:00:00
15169;173.194.199.0;24;0:00:10
15169;173.194.201.0;24;0:00:06
15169;173.194.200.0;24;0:00:17
15169;173.194.201.0;24;0:00:17
15169;173.194.199.0;24;0:00:11
15169;173.194.201.0;24;0:00:08
15169;104.132.159.0;24;0:00:01
15169;104.132.37.0;24;0:00:02
15169;2605:ef80:240::;42;0:00:00
15169;104.132.26.0;24;0:00:34
15169;104.132.26.0;24;0:00:35
15169;104.132.205.0;24;0:00:02
15169;104.132.205.0;24;0:03:40
15169;104.132.159.0;24;0:00:01
15169;104.132.164.0;24;0:00:02
15169;104.132.164.0;24;0:03:42
15169;104.132.159.0;24;0:00:00
15169;104.132.159.0;24;0:00:01
15169;104.132.26.0;24;0:00:06
15169;104.132.26.0;24;0:00:35
15169;104.132.26.0;24;0:00:32
15169;104.132.26.0;24;0:22:36
15169;104.132.26.0;24;0:00:56
15169;104.132.26.0;24;0:00:57
15169;104.132.57.0;24;0:03:05
15169;104.132.26.0;24;0:05:07
15169;216.252.222.0;24;0:00:00
15169;2605:ef80:80::;42;0:00:00
15169;104.132.6.0;24;0:01:54
15169;104.132.189.0;24;0:08:44
15169;2401:fa00:43::;48;0:08:04
15169;104.132.205.0;24;0:00:02
15169;104.132.205.0;24;0:02:22
15169;104.132.205.0;24;0:00:01
15169;104.132.205.0;24;1:56:57
15169;2401:fa00:41::;48;0:00:01
15169;2401:fa00:43::;48;0:00:01
15169;104.132.26.0;24;0:01:09
15169;104.132.26.0;24;1:19:43
15169;104.132.26.0;24;0:00:35
15169;104.132.205.0;24;1:28:14
15169;104.132.205.0;24;1:28:12
15169;104.132.205.0;24;1:37:25
15169;104.132.205.0;24;1:37:22
15169;104.132.205.0;24;2:30:06
15169;104.132.205.0;24;2:30:02
15169;104.132.205.0;24;1:01:01
15169;104.132.205.0;24;0:21:40
15169;104.132.205.0;24;0:00:02
15169;104.132.205.0;24;0:02:17
15169;104.132.205.0;24;0:00:02
15169;104.132.205.0;24;0:04:00
15169;104.132.205.0;24;0:00:02
15169;104.132.205.0;24;0:06:51
15169;104.132.26.0;24;21:48:53
15169;104.132.205.0;24;0:00:01
15169;104.132.205.0;24;0:11:43
15169;104.132.205.0;24;0:00:02
15169;104.132.205.0;24;0:03:42
15169;104.132.205.0;24;0:00:01
15169;104.132.205.0;24;0:06:48
15169;104.132.205.0;24;0:00:01
15169;104.132.205.0;24;0:25:37
15169;104.132.205.0;24;0:00:01
15169;104.132.205.0;24;0:00:01
15169;104.132.205.0;24;1:59:32
15169;104.132.205.0;24;0:00:02
15169;104.132.205.0;24;0:03:16
15169;104.132.205.0;24;1:31:18
15169;104.132.205.0;24;1:31:13
15169;104.132.205.0;24;1:18:00
15169;104.132.205.0;24;1:17:57
15169;104.132.205.0;24;0:00:02
15169;104.132.205.0;24;0:00:02
15169;104.132.205.0;24;0:00:02
15169;104.132.205.0;24;0:42:16
15169;104.132.205.0;24;0:00:02
15169;104.132.205.0;24;0:03:13
15169;104.132.205.0;24;0:00:02
15169;104.132.128.0;24;0:00:01
15169;104.133.5.0;24;0:00:03
15169;104.132.128.0;24;0:00:02
15169;104.132.128.0;24;0:00:02
15169;104.132.128.0;24;0:00:02
15169;104.132.159.0;24;0:00:01
15169;104.132.132.0;24;0:00:22
15169;70.32.132.0;24;0:00:02
15169;104.132.136.0;24;0:00:02
15169;104.132.136.0;24;0:09:23
15169;209.107.184.0;23;0:00:00
15169;2605:ef80:400::;42;0:00:01
15169;2605:ef80:900::;40;0:00:01
199483;83.97.61.0;24;0:00:00
199483;83.97.61.0;24;0:00:00
199483;83.97.61.0;24;0:00:05
199483;83.97.61.0;24;0:00:05
199483;83.97.61.0;24;0:00:00
199483;83.97.61.0;24;0:00:00
199483;83.97.61.0;24;0:00:00
199483;83.97.61.0;24;0:00:01
20694;188.94.24.0;21;12:56:11
42;2620:0:874::;47;0:00:43
42;2620:0:874::;47;0:01:01
42;2620:0:874::;47;0:00:30
42;2620:0:874::;47;0:02:26
42;2620:0:874::;47;0:01:16
43350;154.70.201.0;24;0:00:02
43350;185.197.134.0;23;0:00:30
43350;185.197.134.0;23;4:50:31
43350;46.166.157.0;24;1:10:15
43350;185.197.134.0;23;0:00:34
43350;185.197.134.0;23;0:00:22
43350;185.197.134.0;23;0:00:44
43350;185.197.134.0;23;0:00:40
43350;154.70.201.0;24;0:00:02
43350;193.109.132.0;23;0:00:54
43350;143.202.39.0;24;0:10:38
43350;143.202.39.0;24;0:00:00
43350;154.70.201.0;24;0:00:02
43350;154.70.201.0;24;0:00:01
43350;154.70.201.0;24;0:00:01
43350;154.70.201.0;24;0:00:00
43350;185.197.134.0;23;0:28:16
43350;185.197.134.0;23;0:00:28
43350;185.197.134.0;23;0:05:04
43350;185.197.134.0;23;0:00:31
43350;185.197.134.0;23;0:00:40
43350;185.197.134.0;23;0:00:25
43350;185.197.134.0;23;0:00:20
43350;185.197.134.0;23;0:00:51
43350;185.197.134.0;23;0:00:33
43350;185.197.134.0;23;0:00:33
43350;185.197.134.0;23;0:14:48
43350;185.197.134.0;23;0:05:12
43350;185.197.134.0;23;0:04:22
43350;185.197.134.0;23;0:05:38
43350;185.197.134.0;23;0:05:49
43350;185.197.134.0;23;0:06:15
43350;185.197.134.0;23;0:06:19
43350;185.197.134.0;23;0:04:35
43350;185.197.134.0;23;0:04:57
43350;185.197.134.0;23;0:05:29
43350;185.197.134.0;23;8:03:30
43350;185.185.132.0;24;0:03:43
43350;185.185.132.0;24;0:03:44
43350;154.70.201.0;24;0:00:02
43350;193.109.132.0;23;0:00:33
43350;185.197.134.0;23;0:05:06
43350;185.197.134.0;23;0:04:21
43350;185.197.134.0;23;0:51:26
43350;185.197.134.0;23;0:00:30
43350;185.197.134.0;23;0:00:38
43350;185.197.134.0;23;0:00:33
43350;185.197.134.0;23;0:00:21
43350;185.197.134.0;23;0:00:53
43350;185.197.134.0;23;0:52:44
43350;185.197.134.0;23;0:05:36
43350;185.197.134.0;23;0:55:37
43350;185.197.134.0;23;0:04:39
43350;185.197.134.0;23;0:56:23
43350;185.197.134.0;23;0:56:19
43350;185.197.134.0;23;1:01:24
43350;185.197.134.0;23;1:01:59
43350;185.197.134.0;23;1:50:39
43350;185.197.134.0;23;1:59:58
43350;185.197.134.0;23;1:59:55
43350;185.197.134.0;23;2:01:52
43350;185.197.134.0;23;0:09:35
43350;185.197.134.0;23;0:09:06
43350;185.197.134.0;23;15:01:20
43350;194.1.147.0;24;0:07:23
43350;194.1.147.0;24;0:56:16
43350;194.1.147.0;24;0:00:48
43350;194.1.147.0;24;21:59:07
43350;185.185.132.0;24;3:00:59
43350;185.185.132.0;24;0:03:55
43350;185.197.134.0;23;0:00:45
43350;185.197.134.0;23;0:00:19
43350;185.197.134.0;23;0:00:18
43350;185.197.134.0;23;0:00:48
43350;185.197.134.0;23;0:00:37
43350;185.197.134.0;23;0:00:35
43350;185.197.134.0;23;0:00:45
43350;185.197.134.0;23;0:00:28
43350;185.197.134.0;23;0:00:46
43350;185.197.134.0;23;0:00:15
43350;185.197.134.0;23;0:00:31
43350;185.197.134.0;23;0:00:24
43350;185.197.134.0;23;0:14:21
43350;185.197.134.0;23;0:04:57
43350;185.197.134.0;23;0:05:45
43350;185.197.134.0;23;0:05:37
43350;185.197.134.0;23;0:04:50
43350;185.197.134.0;23;0:04:08
43350;185.197.134.0;23;0:04:38
43350;185.197.134.0;23;0:04:39
43350;185.197.134.0;23;0:04:11
43350;185.197.134.0;23;0:05:01
43350;185.197.134.0;23;0:05:49
43350;185.197.134.0;23;1:19:36
43350;185.197.134.0;23;0:05:44
43350;185.197.134.0;23;0:05:51
43350;185.197.134.0;23;0:05:06
43350;185.197.134.0;23;0:04:49
43350;185.197.134.0;23;0:06:16
43350;185.197.134.0;23;0:05:12
43350;185.197.134.0;23;0:05:12
43350;185.197.134.0;23;0:05:14
43350;185.197.134.0;23;0:14:35
43350;185.197.134.0;23;0:00:29
43350;185.197.134.0;23;0:00:39
43350;185.197.134.0;23;0:00:20
43350;185.197.134.0;23;0:00:41
43350;185.197.134.0;23;0:00:20
43350;185.197.134.0;23;0:00:24
43350;185.197.134.0;23;0:00:19
43350;185.197.134.0;23;0:00:22
43350;185.197.134.0;23;0:00:30
43350;185.197.134.0;23;0:00:31
43350;185.197.134.0;23;0:00:34
43350;185.197.134.0;23;0:00:43
43350;185.197.134.0;23;0:00:55
43350;185.197.134.0;23;0:00:38
43350;185.197.134.0;23;0:00:28
43350;185.197.134.0;23;0:00:35
43350;185.197.134.0;23;0:00:32
43350;185.197.134.0;23;0:00:23
43350;185.197.134.0;23;0:00:38
43350;185.197.134.0;23;0:00:50
43350;185.197.134.0;23;0:00:36
43350;185.197.134.0;23;0:00:18
43350;185.197.134.0;23;0:00:46
43350;185.197.134.0;23;0:00:38
43350;185.197.134.0;23;0:00:26
43350;185.197.134.0;23;0:00:22
43350;185.197.134.0;23;0:00:39
43350;185.197.134.0;23;0:00:27
43350;185.197.134.0;23;0:00:48
43350;185.197.134.0;23;0:00:29
43350;185.197.134.0;23;0:00:24
43350;185.197.134.0;23;0:00:18
43350;185.197.134.0;23;0:00:39
43350;185.197.134.0;23;0:00:36
43350;185.197.134.0;23;0:00:51
43350;185.197.134.0;23;0:00:25
43350;185.197.134.0;23;0:00:36
43350;185.197.134.0;23;0:00:22
43350;185.197.134.0;23;0:00:42
43350;185.197.134.0;23;0:00:26
43350;185.197.134.0;23;0:00:32
43350;185.197.134.0;23;0:00:52
43350;185.197.134.0;23;0:00:35
43350;185.197.134.0;23;0:00:30
43350;185.197.134.0;23;0:00:22
43350;185.197.134.0;23;0:00:47
43350;185.197.134.0;23;0:00:18
43350;185.197.134.0;23;0:00:21
43350;185.197.134.0;23;0:00:22
43350;185.197.134.0;23;0:00:20
43350;185.197.134.0;23;0:00:28
43350;185.197.134.0;23;0:00:31
43350;185.197.134.0;23;0:00:56
43350;185.197.134.0;23;0:00:33
43350;185.197.134.0;23;0:00:44
43350;185.197.134.0;23;0:00:18
43350;185.197.134.0;23;0:09:39
43350;185.197.134.0;23;0:10:19
43350;185.197.134.0;23;0:09:40
43350;185.197.134.0;23;0:09:51
43350;185.197.134.0;23;0:09:41
43350;185.197.134.0;23;0:10:07
43350;185.197.134.0;23;0:10:29
43350;185.197.134.0;23;0:10:27
43350;185.197.134.0;23;0:09:01
43350;185.197.134.0;23;15:13:41
43350;185.197.134.0;23;16:05:21
43350;194.1.147.0;24;3:06:16
43350;194.1.147.0;24;2:36:54
43350;185.185.132.0;24;5:13:47
43350;185.185.134.0;24;0:00:00
43350;193.109.132.0;23;0:01:07
43350;185.185.132.0;24;0:00:00
43350;185.185.132.0;24;0:03:44
43350;185.185.132.0;24;0:00:00
43350;185.185.132.0;24;0:00:00
43350;85.202.163.0;24;0:00:00
43350;185.197.134.0;23;1:05:37
43350;185.197.134.0;23;1:55:38
43350;185.197.134.0;23;1:05:20
43350;185.197.134.0;23;1:56:59
43350;185.197.134.0;23;1:06:42
43350;185.197.134.0;23;5:57:02
43350;185.197.134.0;23;5:05:29
43350;185.197.134.0;23;5:56:25
43350;185.197.134.0;23;1:05:10
43350;185.197.134.0;23;1:53:25
43350;185.197.134.0;23;1:02:44
43350;185.185.132.0;24;0:00:00
43350;185.197.134.0;23;1:56:23
43350;185.197.134.0;23;1:07:13
43350;185.197.134.0;23;1:54:46
43350;185.197.134.0;23;1:54:34
43350;185.197.134.0;23;1:04:16
43350;154.70.201.0;24;0:00:02
43350;193.109.132.0;23;0:00:04
43350;185.197.134.0;23;1:52:56
43350;2a05:9340::;29;0:00:00
43350;2a05:9340::;29;0:00:35
43350;185.197.134.0;23;1:00:38
43350;185.185.132.0;24;0:00:00
43350;194.1.147.0;24;0:00:00
43350;185.197.134.0;23;1:01:20
43350;185.197.134.0;23;1:03:25
43350;185.197.134.0;23;1:04:03
43350;185.197.134.0;23;1:52:33
43350;185.197.134.0;23;1:03:10
43350;185.197.134.0;23;1:54:34
43350;185.197.134.0;23;1:07:46
43350;185.197.134.0;23;1:55:19
43350;185.197.134.0;23;1:03:01
43350;185.197.134.0;23;1:02:09
43350;185.197.134.0;23;1:00:29
