15169;104.237.191.0;24;0:00:02;1546300919;1546300921
15169;104.237.191.0;24;0:00:17;1546300924;1546300941
15169;104.237.191.0;24;0:00:02;1546300952;1546300954
15169;104.237.191.0;24;0:00:15;1546300957;1546300972
15169;104.237.191.0;24;0:00:12;1546304609;1546304621
15169;104.237.191.0;24;0:00:05;1546304625;1546304630
15169;104.237.191.0;24;0:00:16;1546304634;1546304650
15169;104.237.191.0;24;0:00:09;1546304653;1546304662
15169;104.237.191.0;24;0:00:13;1546304666;1546304679
15169;104.237.191.0;24;0:00:04;1546304846;1546304850
15169;104.237.191.0;24;0:00:19;1546304859;1546304878
15169;104.237.191.0;24;0:00:38;1546308095;1546308133
15169;104.237.191.0;24;0:00:10;1546308152;1546308162
15169;104.237.191.0;24;0:00:30;1546308172;1546308202
15169;104.237.191.0;24;0:00:14;1546308218;1546308232
15169;104.237.191.0;24;0:00:04;1546308259;1546308263
15169;104.237.191.0;24;0:00:04;1546308265;1546308269
15169;104.237.191.0;24;0:00:13;1546308275;1546308288
15169;104.237.191.0;24;0:00:37;1546308293;1546308330
15169;104.237.191.0;24;0:00:30;1546308334;1546308364
15169;104.237.191.0;24;0:00:51;1546308511;1546308562
15169;104.237.191.0;24;0:00:06;1546308577;1546308583
15169;104.237.191.0;24;0:50:09;1546308595;1546311604
15169;104.237.191.0;24;0:00:16;1546311620;1546311636
15169;104.237.191.0;24;0:00:47;1546311639;1546311686
15169;104.237.191.0;24;0:00:02;1546315260;1546315262
15169;104.237.191.0;24;0:00:22;1546315265;1546315287
15169;104.237.191.0;24;0:00:02;1546315291;1546315293
15169;104.237.191.0;24;0:00:02;1546315297;1546315299
15169;104.237.191.0;24;0:00:02;1546315318;1546315320
15169;104.237.191.0;24;0:00:18;1546315474;1546315492
15169;104.237.191.0;24;0:00:05;1546315498;1546315503
15169;104.237.191.0;24;0:00:13;1546315509;1546315522
15169;104.237.191.0;24;0:00:01;1546315529;1546315530
15169;104.237.191.0;24;0:00:11;1546315576;1546315587
15169;104.237.191.0;24;0:01:04;1546315595;1546315659
15169;104.237.191.0;24;0:00:02;1546315663;1546315665
15169;104.237.191.0;24;0:00:07;1546315673;1546315680
15169;104.237.191.0;24;0:00:08;1546315686;1546315694
15169;104.237.191.0;24;0:00:04;1546315700;1546315704
15169;104.237.191.0;24;0:00:18;1546315713;1546315731
15169;104.237.191.0;24;0:00:54;1546315737;1546315791
15169;104.237.191.0;24;0:50:06;1546315795;1546318801
15169;104.237.191.0;24;0:00:20;1546318848;1546318868
15169;104.237.191.0;24;0:00:02;1546319070;1546319072
15169;104.237.191.0;24;0:00:07;1546319148;1546319155
15169;104.237.191.0;24;0:00:17;1546319159;1546319176
15169;104.237.191.0;24;0:00:04;1546319180;1546319184
15169;104.237.191.0;24;0:00:04;1546319189;1546319193
15169;104.237.191.0;24;0:00:04;1546319202;1546319206
15169;104.237.191.0;24;0:00:02;1546319225;1546319227
15169;104.237.191.0;24;0:00:02;1546319231;1546319233
15169;104.237.191.0;24;0:00:14;1546319272;1546319286
15169;104.237.191.0;24;0:00:24;1546319294;1546319318
15169;104.237.191.0;24;0:00:08;1546319328;1546319336
15169;104.237.191.0;24;0:00:03;1546319340;1546319343
15169;104.237.191.0;24;0:00:24;1546319348;1546319372
15169;104.237.191.0;24;0:00:07;1546322456;1546322463
15169;104.237.191.0;24;0:00:27;1546322468;1546322495
15169;104.237.191.0;24;0:00:03;1546322501;1546322504
15169;104.237.191.0;24;0:00:07;1546322509;1546322516
15169;104.237.191.0;24;0:00:03;1546322527;1546322530
15169;104.237.191.0;24;0:00:03;1546322534;1546322537
15169;104.237.191.0;24;0:00:02;1546322557;1546322559
15169;104.237.191.0;24;0:00:03;1546322565;1546322568
