12083;23.131.96.0;24;0:00:31;1546920011;1546920042;24
12083;23.131.96.0;24;0:02:34;1546920073;1546920227;24
12083;23.131.96.0;24;0:01:02;1546920319;1546920381;24
12083;23.131.96.0;24;0:00:30;1546920412;1546920442;24
12083;23.131.96.0;24;0:00:32;1546920472;1546920504;24
12083;23.131.96.0;24;0:50:41;1546920596;1546923637;24
12083;23.131.96.0;24;0:01:32;1546923668;1546923760;24
12083;23.131.96.0;24;0:00:31;1546923975;1546924006;24
12083;23.131.96.0;24;0:00:30;1546924037;1546924067;24
12083;23.131.96.0;24;0:01:01;1546924098;1546924159;24
12083;23.131.96.0;24;0:50:12;1546924190;1546927202;24
12083;23.131.96.0;24;0:01:02;1546927294;1546927356;24
12083;23.131.96.0;24;0:01:02;1546927417;1546927479;24
12083;23.131.96.0;24;0:00:31;1546927540;1546927571;24
12083;23.131.96.0;24;0:00:31;1546927724;1546927755;24
12083;23.131.96.0;24;0:00:30;1546930827;1546930857;0
12083;50.59.146.0;23;1:00:31;1546930888;1546934519;0
12083;23.131.96.0;24;0:00:30;1546930889;1546930919;0
12083;23.131.96.0;24;0:01:32;1546930950;1546931042;0
12083;23.131.96.0;24;0:01:02;1546931134;1546931196;0
12083;23.131.96.0;24;0:51:12;1546931380;1546934452;0
12083;23.131.96.0;24;0:01:32;1546934514;1546934606;0
12083;23.131.96.0;24;0:01:02;1546934637;1546934699;0
12083;23.131.96.0;24;0:00:30;1546934791;1546934821;0
12083;23.131.96.0;24;0:00:31;1546934852;1546934883;0
12083;23.131.96.0;24;0:00:30;1546934914;1546934944;0
12083;23.131.96.0;24;0:00:31;1546938048;1546938079;0
12083;23.131.96.0;24;0:00:31;1546938140;1546938171;0
12083;23.131.96.0;24;0:00:31;1546938263;1546938294;0
12083;23.131.96.0;24;0:01:01;1546938387;1546938448;0
12083;23.131.96.0;24;0:00:32;1546938478;1546938510;0
12083;23.131.96.0;24;0:52:44;1546938541;1546941705;0
12083;23.131.96.0;24;0:00:31;1546941828;1546941859;0
12083;23.131.96.0;24;0:01:32;1546941920;1546942012;0
