15169;104.237.191.0;24;0:01:50;1546300809;1546300919
15169;104.237.191.0;24;0:01:50;1546300809;1546300919
15169;104.237.191.0;24;0:00:03;1546300921;1546300924
15169;104.237.191.0;24;2:00:11;1546300941;1546308152
15169;104.237.191.0;24;2:57:46;1546300954;1546311620
15169;104.237.191.0;24;3:58:08;1546300972;1546315260
15169;104.237.191.0;24;2:58:17;1546304621;1546315318
15169;104.237.191.0;24;3:03:53;1546304630;1546315663
15169;104.237.191.0;24;4:00:20;1546304650;1546319070
15169;104.237.191.0;24;4:01:26;1546304662;1546319148
15169;104.237.191.0;24;4:03:13;1546304679;1546319272
15169;104.237.191.0;24;4:54:37;1546304850;1546322527
15169;104.237.191.0;24;4:55:08;1546304878;1546322586
15169;104.237.191.0;24;4:03:22;1546308133;1546322735
15169;104.237.191.0;24;4:07:13;1546308162;1546322995
15169;104.237.191.0;24;4:57:01;1546308202;1546326023
15169;104.237.191.0;24;4:56:51;1546308232;1546326043
15169;104.237.191.0;24;4:56:29;1546308263;1546326052
15169;104.237.191.0;24;4:58:19;1546308269;1546326168
15169;104.237.191.0;24;5:05:08;1546308288;1546326596
15169;104.237.191.0;24;6:00:50;1546308330;1546329980
15169;104.237.191.0;24;6:03:07;1546308364;1546330151
15169;104.237.191.0;24;6:55:05;1546308562;1546333467
15169;104.237.191.0;24;6:56:29;1546308583;1546333572
15169;104.237.191.0;24;6:08:10;1546311604;1546333694
15169;104.237.191.0;24;7:02:19;1546311636;1546336975
15169;104.237.191.0;24;7:05:34;1546311686;1546337220
15169;104.237.191.0;24;6:06:47;1546315262;1546337269
15169;104.237.191.0;24;7:59:18;1546315287;1546344045
15169;104.237.191.0;24;8:02:11;1546315293;1546344224
15169;104.237.191.0;24;8:06:57;1546315299;1546344516
15169;104.237.191.0;24;8:58:05;1546315320;1546347605
15169;104.237.191.0;24;8:57:18;1546315492;1546347730
15169;104.237.191.0;24;8:58:11;1546315503;1546347794
15169;104.237.191.0;24;9:01:05;1546315522;1546347987
15169;104.237.191.0;24;9:01:02;1546315530;1546347992
15169;104.237.191.0;24;9:02:49;1546315587;1546348156
15169;104.237.191.0;24;9:53:57;1546315659;1546351296
15169;104.237.191.0;24;9:55:19;1546315665;1546351384
15169;104.237.191.0;24;9:55:18;1546315680;1546351398
15169;104.237.191.0;24;9:55:14;1546315694;1546351408
15169;104.237.191.0;24;9:57:36;1546315704;1546351560
